review,label,language,product_name,product_description
"C'est une bonne machine malgré son poids léger, mais elle est excellente.","{""plaintes"": [""Le poids de la machine est léger.""], ""compliments"": [""C'est une bonne machine."", ""Elle est excellente.""]}",french,آلة,آلة خفيفة الوزن ذات أداء ممتاز.
"Had l'appareil wa3er bezaf. Walakin, f l'mousiqa li kant 3ndi men qbel, ma kanch sahla bach ykheddemha. L'isti3mal l'asasi dyali lih kan bach nkheddem bih système dyali dyal la sécurité ADT Pulse. Howa kaykhdem b7al chi application men jiha khera, o kayakhod waqt kbir bach yfhem ach bghit, o machi dima kaylqa liya l'appareil li bghit men l'awel mara. Dakchi 3lach rje3to. Imken la version jdida li ghadi tkherj ghadi tkoun 7sen.","{""plaintes"": [""Peu convivial pour la lecture de la musique déjà existante."",""Agit comme une application tierce, ce qui rend les requêtes trop longues."",""Ne parvient pas toujours à trouver l'appareil souhaité du premier coup."",""Le client a retourné le produit.""],""compliments"": [""L'appareil est plutôt sympa.""]}",latin_darija,Smart Home Assistant Device,"A versatile smart home assistant device designed for integrated home control and entertainment. Key functionalities include music playback and the ability to operate third-party smart home security systems, such as ADT Pulse. It facilitates interaction through an app interface and voice command technology for device discovery and control. This product is available in multiple versions, with potential for enhanced performance in newer generations."
"Mazal ma wselnich l'had nhar, donc kan3ti nejma w7da. Tarikh l'mo7addad kan 15 dekamber??","{""plaintes"": [""Le produit n'a pas été reçu à la date prévue""],""compliments"": []}",latin_darija,Unknown,No description available
"Mn ba3d ma bdit ntabba3 le régime dial Jorge Cruise (Belly Fat Cure), drt ljahd bach nbaddel dakchi li fih sskkar bzzaf li kansta3mloh ghaliban b dakchi li mhalwi b xylitol. Nature's Hollow hiya lwahida mn had nno3 f ssouq. Kima gal wahed akhor li ktab review, hiya chwiya jariya, walakin ana lmaddaq dyalha ja bniiiin bzzaf, o mzyana f ttiyab fin ma kanhtaj lketchup. Katkhdem kbasse mzyana lsauce barbecue bla skkar, lwahad rrecette li ana li wajjedtha. Kansta3mel fiha bsel mchawwat, liquid smoke, xylitol zayd, la moutarde nachef, Worcestershire, bourbon o sauce lherra. Ana chwiya purist o makanabghich nsta3mel lmoutajat li mhalwiyin ssina3iyan. Daikchi 3lach makanbqa liya ghir xylitol wela ay mhalwi akhor mn 3ailat koul sskkar (sugar alcohol) o stevia. Ketchup Nature's Hollow bla skkar rah baddil zwin bzzaf.","{""plaintes"": [""Texture un peu liquide""],""compliments"": [""C'est le seul produit de ce type sur le marché"",""Le goût est très délicieux"",""Convient très bien pour la cuisine"",""Excellente base pour une sauce barbecue sans sucre"",""C'est une très bonne alternative""]}",latin_darija,Nature's Hollow Sugar-Free Ketchup,"Nature's Hollow Sugar-Free Ketchup is a versatile condiment designed for individuals following specific dietary regimes. It is sweetened with Xylitol, a natural sugar alcohol, making it an excellent alternative to conventional high-sugar or artificially sweetened ketchups. This product is suitable for cooking and can be used as a base for various sauces, such as sugar-free barbecue sauce."
"Le titre dit tout. La boisson Amazing Grass saveur chocolat est granuleuse (même si j'ai ajouté un peu de lait la deuxième fois) et ce n'est pas grave, car elle est remplie de nutriments qu'il faudrait des centaines de calories alimentaires pour obtenir – et pour seulement 30 calories par portion, je peux m'en accommoder.

J'écris ceci juste pour informer les autres que, à moins de le cacher dans des smoothies, ça n'aura PAS un goût de chocolat MAIS le goût est supportable (il faut juste le secouer très fort si vous l'ajoutez uniquement avec de l'eau pour économiser des calories). La taille de la portion n'est que de 235 ml (8 oz), donc c'est supportable pour les papilles, mais, oui, je n'ai pas l'impression de boire une barre de chocolat en le buvant.","{""plaintes"": [""La boisson est granuleuse"", ""La boisson n'a pas un goût de chocolat (malgré la saveur annoncée)""], ""compliments"": [""La boisson est remplie de nutriments"", ""La boisson ne contient que 30 calories par portion"", ""Le goût est supportable""]}",french,Amazing Grass Chocolate Flavored Supplement,"This is a low-calorie nutritional supplement packed with essential nutrients, containing only 30 calories per serving. Each serving size is 235 ml (8 oz). It features a chocolate flavor and can be mixed with water, milk, or integrated into smoothies for a smooth consistency. For preparation with water, vigorous shaking is recommended."
"Kbir bzzaf, kaykhod msa7a kbira f lkuzina.","{""plaintes"": [""Le produit est trop grand et prend beaucoup de place dans la cuisine""], ""compliments"": []}",latin_darija,Kitchen Appliance,"An appliance or item designed for use in a kitchen environment. This product is characterized by its substantial size, requiring considerable space for placement and operation."
"ma kans7sh bhad l'montaj, t3tlo 3liya bzzaf f'tawsil, w machi f7al l'wasf","{""plaintes"": [""Retard de livraison"", ""Le produit ne correspond pas à la description""], ""compliments"": []}",latin_darija,Product,No specific product features or details were provided in the customer review.
كلشي هو هذاك، وصل دغيا,"{""plaintes"": [], ""compliments"": [""Le produit est parfait"", ""La livraison a été rapide""]}",arabic_darija,Not specified,"No product-specific attributes, functionalities, or specifications were mentioned to form a detailed product description."
Théme génial mais le film a trop vieilli...qualité d'image décevante...,"{""plaintes"": [""Le film a trop vieilli"", ""Qualité d'image décevante""], ""compliments"": [""Thème génial""]}",french,Film,"An older film production. It features standard definition visual quality, reflective of its original release era."
هاد الصوص الحار زوين بزاف، ولكن هادا غش فالإشهار. كيوصلو ليك غير قرعة وحدة، وكياخدو 10 دولارات على التوصيل. يعني كتقام عليك بـ 20 دولار لكل 5 أونص ديال الصوص الحار. هادشي ماشي معقول كاع! والعجب، باقين مابدلوش الوصف ديالهم!,"{""plaintes"": [""La publicité est mensongère"",""Une seule bouteille est livrée"",""Les frais de livraison sont élevés (10 dollars)"",""Le rapport quantité/prix est excessif (20 dollars pour 5 oz de Sour Harr)"",""La description du produit n'a pas été mise à jour""],""compliments"": [""Le Sour Harr est très bon""]}",arabic_darija,Hot Sauce,A 5 oz bottle of hot sauce.
"Très beau, mais la couleur s'estompe après un mois.","{""plaintes"": [""La couleur du produit s'estompe/disparaît après un mois.""], ""compliments"": [""Le produit est très beau.""]}",french,Fashion Accessory,A fashion accessory with a color coating. The color is not durable and may fade or peel off after approximately one month of use.
"Qualité zwina, katddoum. Hadchi hiyani manharssch téléphone diali ktar mn marra.","{""plaintes"": [], ""compliments"": [""Bonne qualité"", ""Durable"", ""A protégé le téléphone de la casse plus d'une fois.""]}",latin_darija,Protective Phone Case,"This product is a high-quality and durable protective accessory designed for mobile phones. It offers long-lasting performance and robust protection, effectively preventing damage and breakage to the device during daily use."
"Chaque nuit, je pratique la Roqya Charia et je dors avec la conscience tranquille, car c'est une pratique des plus légitimes.","{""plaintes"": [], ""compliments"": []}",french,Not specified,Not specified
"Je ne l'ai pas beaucoup aimé. Il nécessite une obscurité totale, et sa mise au point est fatigante. C'est affreux, je l'ai retourné.","{""plaintes"": [""Le produit ne m'a pas beaucoup plu"", ""Nécessite l'obscurité totale"", ""Le réglage du focus est fatigant"", ""Le produit est décevant""], ""compliments"": []}",french,Projector,A multimedia projector designed to display images or videos on a surface. It features a focus adjustment system and a display technology that renders black levels and contrast for the projected image.
Jerrébt les chips dyal l-ḥboub l-motanawwiʿa bla ḥta chi sauce wla frômaj. L-bénna dyalhom kanet maqboula chwiya o fkkaratni b-les chips li kayʿeṭṭiw f-ṭ-ṭayyarat melli katkoon ʿandek tkhayyer bin chips wla pretzel. Ma ghadiich n-tqaṣṣad nchrihom ila lqit bada'il waḥdin akhrin mawjooodin b-nefs t-taman o kaytchaabhho f-l-qima. Aḥsan chips kayen ḥaliyyan howa Lay's chips li f-s-site dyalkom dyal Amazon.com.,"{""plaintes"": [""Le goût est seulement passable."",""Le produit rappelle les chips servis dans les avions (suggérant une qualité moyenne)."",""Le client n'a pas l'intention de les racheter s'il trouve des alternatives équivalentes en prix et en valeur."",""Le client estime que d'autres chips du même vendeur (les Lint Chips) sont meilleures.""],""compliments"": []}",latin_darija,Chips multi-céréales,"Chips multi-céréales. Ces chips sont composées de plusieurs céréales et sont nature, sans ajout de sauce ni de fromage, offrant une saveur simple et authentique."
"Les enfants ont aimé, mais personnellement, j'ai trouvé que cette nourriture avait un goût artificiel. Le fromage était trop prononcé et le brocoli était quasiment inexistant. De plus, c'est un produit un peu dépassé car il contient des huiles partiellement hydrogénées. Ça peut dépanner pour un en-cas rapide, mais je ne pourrais pas en manger souvent.","{""plaintes"": [""L'utilisateur trouve que le goût du plat est artificiel."",""Le fromage était trop fort/prononcé."",""Le brocoli était presque inexistant."",""Le produit est considéré comme \""dépassé\"" car il contient des huiles partiellement hydrogénées."",""L'utilisateur ne pourrait pas en manger fréquemment.""],""compliments"": [""Le plat a été apprécié par les enfants."",""Le plat convient pour un repas ou une collation rapide.""]}",french,وجبة سريعة التحضير بالجبن والبروكلي,وجبة سريعة التحضير بنكهة الجبن والبروكلي. يتميز المنتج بمذاق الجبن القوي. يحتوي على زيوت مهدرجة جزئياً. مناسب كوجبة خفيفة وسريعة.
لارتيكل جا كيما كومونديت و وصل دغيا. الثمن ديالو مزيان مع الكاليتي. كننصح بيه.,"{""plaintes"": [],""compliments"": [""L'article est conforme à la commande"",""Livraison rapide"",""Bon rapport qualité-prix""]}",arabic_darija,Product,"This product is characterized by its excellent quality-to-price ratio, offering significant value to the customer. It is designed to meet specifications and conform to orders."
Pour offrir a noël. Tres très petit puzzle. Énormément déçu.,"{""plaintes"": [""Le puzzle est très petit."", ""Le client est extrêmement déçu.""], ""compliments"": []}",french,Puzzle,A small-sized puzzle.
"Le bol tient bien en place sur la casserole. Par contre le contenant est juste juste pour faire des mélanges. Pour faire fondre du chocolat, parfait","{""plaintes"": [""Le contenant est trop juste pour faire des mélanges.""],""compliments"": [""Le bol tient bien en place sur la casserole."",""Il est parfait pour faire fondre du chocolat.""]}",french,Mixing Bowl,"A versatile mixing bowl designed for excellent stability when placed over a pot, making it ideal for the double-boiler method. Its compact size is suitable for small-batch mixing and is particularly perfect for melting chocolate."
بنت أختي كتحمقها هاد لا طابليت، و أنا كيعجبني بزاف الميزة ديال أمازون لي كتخليني نتحكم فشنو كتقدر دير، شحال ديال الوقت كدوز فيه ف النهار، و فوقاش كتشعل فالصباح و كتطفى بالليل.,"{""plaintes"": [], ""compliments"": [""Ma nièce adore cette tablette"", ""Les contrôles parentaux via l'option Amazon sont très appréciés, permettant de gérer les activités, le temps d'écran quotidien et les horaires d'utilisation de la tablette""]}",arabic_darija,Amazon Fire Kids Tablet,"A children's tablet designed for young users, featuring comprehensive parental controls. This device allows guardians to manage accessible content, set daily usage limits, and schedule specific on/off times for the tablet, ensuring a controlled and safe digital experience for kids."
Le coton utilisé est très agréable est la couleur grise correspond à la description du vendeur. néanmoins je trouve la largeur de la taie un peu juste en taille. Cela reste un bon rapport qualité / prix. a conseiller,"{""plaintes"": [""La largeur de la taie est jugée un peu juste en taille.""],""compliments"": [""Le coton utilisé est très agréable."",""La couleur grise correspond à la description du vendeur."",""Bon rapport qualité/prix."",""Le produit est conseillé.""]}",french,Grey Cotton Pillowcase,"A pillowcase crafted from good quality cotton material, featuring a stylish grey color. Please note that the width of the pillowcase may be slightly reduced. It offers a suitable balance of quality and price."
طوب! ساهلة فالتركاب، ما كاين ما يتزاد... راضية بزاف على المنتوج. قطاطي حْماقو عليه! شكراً.,"{""plaintes"": [], ""compliments"": [""Le produit est excellent."", ""Facile à monter."", ""Le produit est complet et ne nécessite aucun ajout."", ""Le client est très satisfait du produit."", ""Les chats adorent le produit.""]}",arabic_darija,Cat Tree,"A multi-level cat tree designed for felines to climb, play, and rest. This pet furniture piece features an easy-to-assemble design, providing an engaging environment for cats with various platforms and potentially scratching surfaces."
"Vous savez, j'ai aussi lu des choses sur les bienfaits des baies de Goji pour la santé et je peux vous dire que le consommateur se fait rouler dans la farine. Je ne conteste pas le potentiel antioxydant de la baie, mais elle est extrêmement calorique. Pour 1 once de baies, vous ingérez 100 calories, contre seulement 16 pour les myrtilles. Ces salauds qui vendent la plante et les baies ne vous le disent pas, n'est-ce pas ? Franchement, on ne peut plus faire confiance à rien... Pas étonnant qu'elles ne soient pas populaires ; même avec leur soi-disant potentiel anti-cancer, je préférerais une barre de chocolat pour cette quantité de calories... mdr.","{""plaintes"": [""Les consommateurs sont dupés par les informations sur les baies de Goji."",""Le produit est extrêmement calorique (100 calories par once)."",""Les vendeurs ne divulguent pas la haute teneur en calories des baies."",""Il y a un manque de transparence et de fiabilité concernant les informations sur le produit."",""La teneur élevée en calories rend les baies de Goji peu attrayantes, au point de préférer une barre de chocolat pour la même quantité de calories.""],""compliments"": []}",french,Goji Berries,"Goji berries are small, red berries derived from a plant, commonly known for their health benefits and antioxidant potential. Nutritionally, they provide approximately 100 calories per 1 ounce (or 28 grams)."
"Si vous n'avez pas encore goûté le chocolat noir de Dove, un grand plaisir vous attend ! Sa texture est douce, et son goût est riche et bien chocolaté. C'est vraiment délicieux ! Moi, j'en raffole. Le seul inconvénient est la prise de poids que vous pourriez avoir si vous en mangez beaucoup et fréquemment ! Dove fait un excellent chocolat noir.","{""plaintes"": [""Le seul inconvénient mentionné est la prise de poids potentielle si on en consomme trop et fréquemment.""], ""compliments"": [""Le chocolat noir Dove offre une grande expérience de plaisir."", ""Sa texture est douce."", ""Son goût est riche et authentique en chocolat."", ""Il est vraiment délicieux."", ""Le client l'adore."", ""Dove fabrique un excellent chocolat noir.""]}",french,Dove Dark Chocolate,"A dark chocolate product characterized by a smooth texture and a rich, intense chocolate flavor."
Produit conforme à celui commandé,"{""plaintes"": [], ""compliments"": [""Le produit est conforme à la commande.""]}",french,Product,A merchandise item that accurately corresponds to the specifications and details outlined in the customer's original purchase order.
"J'en ai acheté deux, ils sont géniaux. Ils tiennent même très bien la charge. Merci à vous.","{""plaintes"": [], ""compliments"": [""Ils sont excellents"", ""Ils tiennent bien la charge""]}",french,Wireless Bluetooth Earbuds,"Experience superior audio with these high-performance wireless Bluetooth earbuds. Designed for comfort and convenience, they offer seamless connectivity and exceptional sound quality. Featuring a long-lasting, reliable battery, these earbuds are engineered to hold their charge very well, providing extended listening sessions on a single charge."
"Had lprodwi machi se77i ga3. Awlan, dik ttraf dial 'chocolat' li fih, ma fihooumch bnna zwiwna ga3. F l7a9i9a, bnnhom b7al rkhass chocolat li kounti chrriti gha hakda bach tfok rassek men chi chahwa (wlla khayb kter men hakka). Taniyan, ttraf dial chocolat t9al o kayghr9ou l9a3 dial zlafa. Ma ghadi tel9ach bezzaf dial chocolat f nefs lm3il9a m3a flaykat. F llekher, had chocolat mdahhen b7al chema3, ma kaydoubch lik f fommek w msayeb b degrouss mou7awwal.

Ana men jihti... nfeddel nchri, n9etta3 wlla n7ekk chi bar dial chocolat dial bse7 70% wlla ktar w nderrdou fouq special k l3adi. Kanedmen lik gha ikon 7sen bezzzaf o se77i kter men had lkherda.","{""plaintes"": [""Le produit n'est pas sain"",""Les morceaux de chocolat n'ont pas bon goût"",""Le chocolat a un goût médiocre (comparable à du chocolat bon marché ou pire)"",""Les morceaux de chocolat sont lourds et coulent au fond du bol"",""Le chocolat ne se mélange pas bien aux flocons, ce qui fait qu'on n'en trouve pas beaucoup par cuillère"",""Le chocolat est cireux et ne fond pas en bouche"",""Le chocolat est fabriqué avec des matières grasses modifiées"",""Le produit est de la camelote""],""compliments"": []}",latin_darija,Chocolate Flakes Cereal,"A breakfast cereal product featuring flakes combined with chocolate pieces. The chocolate components are characterized by a heavy texture and a tendency to settle at the bottom of a bowl when served. They are noted for a waxy, greasy consistency, formulated with hydrogenated fats, and do not readily melt in the mouth."
"Cette barre de chocolat noir Newman's Own, celle à 54% de cacao, est tout simplement délicieuse. Les connaisseurs en chocolat et les palais exigeants pourraient la trouver trop sucrée, mais pour ma part, elle comble parfaitement mon envie de chocolat. Par contre, je la trouve très dure. Elle est épaisse, ce qui fait qu'on a un morceau bien consistant de chocolat quand on la croque ou qu'on en casse un bout. Je continue de la passer au micro-ondes juste quelques secondes pour qu'elle ramollisse, mais je sens que la catastrophe ne va pas tarder à arriver !","{""plaintes"": [""La barre de chocolat est trop dure."", ""Sa consistance épaisse la rend difficile à croquer ou à briser."", ""Le client doit la passer quelques secondes au micro-ondes pour l'attendrir, mais craint de l'endommager en le faisant."", ""Le produit pourrait être jugé trop sucré par les connaisseurs de chocolat noir.""], ""compliments"": [""La barre de chocolat noir de Newman's Own est délicieuse."", ""Elle satisfait l'envie de chocolat du client.""]}",french,Newman's Own Dark Chocolate Bar,"A thick, dark chocolate bar containing 54% cocoa."
"Au moment de mon commentaire initial, la description du produit ne semblait pas correspondre à l'article que j'avais reçu, car il était annoncé comme 100% Wasabi, mais le produit que j'ai reçu semblait contenir du raifort et de la moutarde. Il semble donc qu'il y ait eu une confusion entre le produit et sa description, ce qui était sans doute tout à fait involontaire et accidentel. Le produit lui-même et sa description ont apparemment changé, et apparemment pour le mieux. Je modifie donc ma note à 5 étoiles. Je me demande si la couleur de la réaction amidon-iode produite n'est pas seulement basée sur 1) la quantité d'amidon, mais aussi 2) le rapport entre la concentration d'iode et la concentration d'amidon afin de garantir une quantité suffisante de chaque réactif pour la réaction, 3) la température, 4) le type de solvant et 5) le type d'iode utilisé. J'ai effectué mon test avec un iode organique spécial à faible concentration, le trichlorure d'iode. Ceci dit, je suis heureux que le vendeur ait réglé ce problème et vende maintenant un produit qui correspond à sa description sur Amazon. J'espère que tout le monde essaiera ce produit maintenant, car cela semble être une excellente affaire pour de la poudre de Wasabi séchée 100% pure. Savourez !","{""plaintes"": [""La description originale du produit ne correspondait pas à l'article reçu, qui était annoncé comme 100% Wasabi mais semblait contenir du raifort et de la moutarde.""],""compliments"": [""Le produit et sa description ont été modifiés et améliorés."",""Le vendeur a résolu le problème de non-conformité."",""Le produit correspond désormais à sa description sur Amazon."",""Le produit est considéré comme une excellente affaire pour de la poudre de Wasabi 100% séchée."",""Le critique recommande le produit.""]}",french,Dried 100% Wasabi Powder,This product is a dried powder made from 100% pure Wasabi.
"J'ai osé et j'ai essayé les amandes Blue Diamond Bold à la saveur Wasabi et Soja. Je n'avais jamais goûté au Wasabi auparavant, mais comme j'aimais beaucoup les autres saveurs Bold de Blue Diamond (comme Jalapeño Smokehouse et Habanero BBQ), je me suis dit que j'allais essayer celles-ci. Le goût est vraiment intense. Cela me rappelle le goût du raifort qu'on retrouve dans de nombreux types de moutarde. Avec le temps, j'ai commencé à l'apprécier, mais j'aurais souhaité que la saveur de soja soit plus équilibrée. C'est pourquoi j'ai préféré les autres saveurs que j'ai mentionnées, car bien qu'elles soient intenses, elles sont mieux équilibrées. Si vous aimez le Wasabi ou le raifort, vous apprécierez sûrement cela. Ajoutez à cela les amandes, considérées comme l'un des snacks les plus sains, et vous avez une excellente collation. Comme pour les autres saveurs, le goût intense vous pousse à en manger avec modération, car je ne peux pas m'imaginer en abuser. Bon appétit !","{""plaintes"": [""Le goût de la sauce soja n'est pas suffisamment équilibré"",""Les autres saveurs de la marque sont jugées mieux équilibrées, malgré leur intensité""],""compliments"": [""Le produit a un goût très intense/prononcé"",""Le goût est devenu agréable au fil du temps"",""C'est une excellente collation saine"",""L'intensité de la saveur aide à la modération de la consommation"",""Il est idéal pour les personnes qui apprécient le wasabi ou le raifort"",""La marque propose d'autres saveurs \""Bold\"" très appréciées par le client""]}",french,Blue Diamond Bold Wasabi & Soy Flavored Almonds,"Blue Diamond Bold Wasabi & Soy Flavored Almonds offer an intense and distinctive snacking experience. These premium roasted almonds are seasoned with a bold blend of savory soy and fiery wasabi, delivering a powerful, spicy, and umami flavor profile. As part of the Blue Diamond Bold line, they are designed to provide a robust and adventurous taste. These almonds are a healthy and satisfying snack choice for those who appreciate strong and unique flavors."
"Franchement, c'est excellent ! Je l'ai acheté chez eux et j'ai adoré. C'est vraiment top !","{""plaintes"": [],""compliments"": [""Le client trouve le produit excellent / génial (wa3er)."",""Le client a acheté le produit et l'a beaucoup apprécié.""]}",french,Not specified,Not specified
هاد الصندوق الجودة ديالو عيانة بزاف. التقسيمات لداخل ما مثبتاش (و هادشي راه مطابق للوصف ديال المنتوج). المفصلات هشاش شوية و العود ماشي مزيان ف الجودة. المنتوج تيقضي الغرض ديالو و لكن المنظر ديالو عادي.,"{""plaintes"": [""La boîte est jugée de très mauvaise qualité (bas de gamme)."",""Les compartiments intérieurs ne sont pas fixes."",""Les charnières sont fragiles."",""Le bois n'est pas de bonne qualité."",""Le produit manque d'esthétisme.""],""compliments"": []}",arabic_darija,Wooden Storage Box,"A basic wooden storage box featuring internal, unfixed compartments for versatile organization. The box is constructed from low-quality wood and is equipped with fragile hinges. Designed to be functional for its intended purpose, it lacks significant aesthetic appeal."
L-maḍaq dyalo wa3r bzzaf. Sta3meltou foug l-pouding dyal l-khbz w la glace. Kayji fann f l-qahwa w kayzid yghanni liha l-maḍaq dyalha. Ghzal bouḥdou wla m3a šwiya dyal l-ḥlib. Ghadi n3awd nšrih.,"{""plaintes"": [], ""compliments"": [""Le goût est excellent"", ""Il est délicieux dans le café et en enrichit le goût"", ""Il est bon seul ou avec du lait"", ""Le client compte le racheter""]}",latin_darija,Premium Dessert and Coffee Syrup,"A versatile premium flavored syrup crafted to enrich a variety of culinary creations. This syrup delivers a delightful, rich taste, making it an ideal topping for desserts like bread pudding and ice cream. It seamlessly integrates into coffee, enhancing and deepening its flavor profile. Additionally, it can be savored as a standalone treat or mixed with milk to create a delicious, customized beverage."
خديت هاد الطابليط لراجلي اللي عمرو ما كانت عندو شي وحدة من قبل، و جاتو مثالية,"{""plaintes"": [], ""compliments"": [""La tablette est parfaite pour son utilisateur.""]}",arabic_darija,Tablet,"A user-friendly tablet, ideal for first-time users or beginners. Features an intuitive interface, making it easy to set up and navigate."
"Ceci vient de la part d'une personne qui adore le chocolat. J'ai commandé les cookies au chocolat très intense, pensant être à la hauteur du défi. Honnêtement, ils sont bons mais pas incroyables. Je n'en reviens pas de dire ça, mais le chocolat est excessif. Je vais garder les sachets restants pour en faire une croûte au chocolat pour mon cheesecake, mais je ne commanderai plus ce type de produit. Je suis d'accord qu'ils ont le goût de la partie chocolatée du biscuit Oreo, mais avec une saveur plus prononcée. Mon mari ne les a pas aimés et mon fils de 3 ans ne les a pas supportés. D'un autre côté, je commande toujours ceux aux pépites de chocolat. Ceux-là sont incroyables ! Ils ont un équilibre parfait et une petite touche de vanille. Ma famille en raffole, et mes collègues de travail aussi.","{""plaintes"": [""Le goût des cookies au chocolat très fort n'est pas aussi excellent qu'espéré."",""Il y a trop de chocolat dans les cookies au chocolat très fort, le goût est excessif."",""La cliente ne commandera plus jamais les cookies au chocolat très fort."",""Le goût des cookies au chocolat très fort est trop prononcé, même pour un amateur de chocolat."",""Les cookies au chocolat très fort n'ont pas été appréciés par le mari ni par le fils de 3 ans.""],""compliments"": [""Les cookies aux pépites de chocolat sont excellents."",""Les cookies aux pépites de chocolat offrent un équilibre parfait des saveurs."",""Les cookies aux pépites de chocolat contiennent une touche de vanille."",""Les cookies aux pépites de chocolat sont adorés par la famille et les amis au travail.""]}",french,Intense Chocolate Cookies,"These cookies feature an exceptionally rich and robust chocolate flavor profile. The taste is often compared to an intensified version of the dark chocolate notes found in the top layer of an Oreo cookie. Their distinct and strong chocolate character makes them a versatile ingredient, ideal for crafting dessert components such as a decadent chocolate crust for cheesecakes."
حاولت نقلب على لائحة المكونات قبل ما نشري هاد العطرية. دخلت للسيت ديال بول وما لقيتش المكونات مكتوبين. كان مكتوب فيه غير هادشي: سالمون ماجيك، آخر إبداع ديال الشاف بول، هو واحد الخليط فريد ديال الأعشاب والعطرية اللي مختارين بعناية وفيه واحد النسمة خفيفة ديال زريعة الخردل اليابسة.ملي وصلاتني، لقيت أول مكون مكتوب هو السكر. المشكل ديالي هو أن الماكلة الحلوة ماعنديش معاها، إلا يلا كانت شي حاجة ديال الديسير. حاولت باش تعجبني ولكن بزز باش قدرت نكمل العشا. يلا كنتي من الناس اللي كتعجبهم الماكلة تكون حلوة شوية، راه غالبا غادي تعجبك.ملاحظة: عجبوني بزاف العطرية ديالو ديال 'سي فود ماجيك' و 'بلاكند ريدفيش ماجيك'.,"{""plaintes"": [""Difficulté à trouver la liste des ingrédients sur le site web du produit avant l'achat"",""La description des ingrédients sur le site était vague"",""Le sucre est le premier ingrédient, ce qui est désagréable pour un plat salé"",""Goût trop sucré rendant le repas difficile à terminer""],""compliments"": [""Appréciation des autres mélanges d'épices de la marque ('Seafood Magic' et 'Blackened Redfish Magic')""]}",arabic_darija,"Chef Paul""s Salmon Magic Seasoning",A seasoning blend by Chef Paul. It is a unique mix of carefully selected herbs and spices with a slight touch of dried mustard seeds. The primary ingredient is sugar.
Thème wa3er walakin lfilm qdam bezzaf... qualité dyal tswira 3ayana...,"{""plaintes"": [""Le film a trop vieilli"", ""Qualité d'image décevante""], ""compliments"": [""Thème génial""]}",latin_darija,Film,"An older film production. It features standard definition visual quality, reflective of its original release era."
"Nekha Honey Dijon: L'mdaq dialha maqbul, walakin ana w sa7abti bjouj bina bant lina katkhalli wa7d l'banna khayba f l'fomm mn b3d. Had l'banna li katkhalli f l'fomm katjike b7al l'farmage l'qdim (yakma kayn chi nas kay3jbhom hadchi... ana machi mn n'naw3 li kayakul l'farmage dial l'mwalin), w katabqa f l'fomm 3la l'aqal sa3a. Had n'nekha n3tiha 2 njoum mn 5. 7na jarrabna 7ta nekha NY Cheddar (4 njoum), w hadi 3ajbatna bjouj bina ktr, w ma khallatch chi mdaq khayb wla kayabqa bzaf f l'fomm. L'qawam dial ch'chibs n3tih 4 njoum. Ch'chibs mqarmach, walakin mdhoun bzaf l'daraja annani darori kankhalli kleenex 7daya wla kanghsel ydya mn b3d ma nakol Kettle Chips.","{""plaintes"": [""La saveur Honey Dijon laisse un arrière-goût désagréable en bouche."",""L'arrière-goût de la saveur Honey Dijon est comparable à celui du vieux fromage."",""L'arrière-goût de la saveur Honey Dijon persiste en bouche pendant au moins une heure."",""La saveur Honey Dijon a reçu une note de 2 étoiles sur 5."",""Les chips sont trop grasses, ce qui oblige à se nettoyer les mains après les avoir mangées.""],""compliments"": [""La saveur NY Cheddar a été très appréciée (4 étoiles) et ne laisse pas d'arrière-goût désagréable ni persistant."",""La texture des chips est excellente, elles sont croustillantes et ont reçu une note de 4 étoiles sur 5.""]}",latin_darija,Kettle Chips,"Kettle Chips are crispy potato chips. They are noted for being quite oily. Available in a variety of flavors, including Honey Dijon, which some customers describe as leaving a distinct, long-lasting aftertaste, and NY Cheddar, which is generally well-received and does not leave an unpleasant aftertaste."
"Je l'ai depuis environ 6 mois, il est très lent. Au début, c'était bien, mais il est devenu de plus en plus lent. J'ai tout effacé, et ça ne va toujours pas.","{""plaintes"": [""Le produit est très lent"", ""Sa performance s'est dégradée avec le temps"", ""Le problème de lenteur persiste même après avoir tout effacé""], ""compliments"": []}",french,Phone,"A mobile electronic device equipped with an operating system, processor, RAM, and internal storage. It features a touch-screen display, one or more cameras, and a rechargeable battery."
Makaynch tawssil mn Amazon. Matchriwch.,"{""plaintes"": [""Le produit n'est pas livrable depuis Amazon.""], ""compliments"": []}",latin_darija,Not specified,Not specified
Lkhadma dialha mziana,"{""plaintes"": [], ""compliments"": [""La performance est bonne""]}",latin_darija,Unknown Product,This product is known for its good service and reliable performance capabilities.
"J'étais sceptique quant aux produits Walden Farms. Pas de sucre, pas de glucides, pas de matières grasses ?? Je n'aurais pas pu imaginer qu'ils puissent avoir bon goût, vu tous les ""sans"" listés. Après avoir utilisé plusieurs de leurs produits, je dois admettre qu'ils valent vraiment le prix sans sacrifier le goût. J'apprécie vraiment la mayonnaise dans une feuille de laitue pour une collation ou le déjeuner. Wow ! C'est bon pour la santé.","{""plaintes"": [],""compliments"": [""Le produit offre un bon rapport qualité-prix"",""Le goût n'est pas sacrifié malgré l'absence de sucre, de glucides et de matières grasses"",""Le produit est sain"",""La mayonnaise est très appréciée""]}",french,Walden Farms Mayonnaise,"A healthy mayonnaise spread from Walden Farms. This product is sugar-free, fat-free, and carbohydrate-free."
